member_name,member_start_date,member_end_date,political_party,administrative_region,gender
τζαμακλης γεωργιου χαριλαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,πιεριας,male
τζαμτζης συμεων ιορδανης (δανης),2000-04-09,2004-02-11,νεα δημοκρατια,πελλης,male
τζαμτζης συμεων ιορδανης (δανης),2004-03-07,2007-08-18,νεα δημοκρατια,πελλης,male
τζαμτζης συμεων ιορδανης (δανης),2007-09-16,2009-09-07,νεα δημοκρατια,πελλης,male
τζαμτζης συμεων ιορδανης (δανης),2012-06-17,2014-12-31,νεα δημοκρατια,πελλης,male
τζανακοπουλος μοσχου δημητριος,2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
βαλβης-κατσιπης γεωργιου πετρος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων,male
βαλβης-κατσιπης γεωργιου πετρος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων,male
τζανης γεωργιου λεωνιδας,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας,male
τζανης γεωργιου λεωνιδας,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας,male
τζανης γεωργιου λεωνιδας,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας,male
τζαννετακης πετρου τζαννης,1989-01-01,1989-06-02,νεα δημοκρατια,α' αθηνων,male
τζαννετακης πετρου τζαννης,1989-06-18,1989-10-12,νεα δημοκρατια,α' αθηνων,male
τζαννετακης πετρου τζαννης,1989-11-05,1990-03-12,νεα δημοκρατια,α' αθηνων,male
τζαννετακης πετρου τζαννης,1990-04-08,1993-09-11,νεα δημοκρατια,α' αθηνων,male
τζαννετακης πετρου τζαννης,1993-10-10,1996-08-24,νεα δημοκρατια,α' αθηνων,male
τζαννετακης πετρου τζαννης,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων,male
τζαννετακης πετρου τζαννης,2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων,male
τζαννετακης πετρου τζαννης,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων,male
τζεκης κωνσταντινου αγγελος,2000-04-09,2004-02-11,κομμουνιστικο κομμα ελλαδας,β' θεσσαλονικης,male
τζεκης κωνσταντινου αγγελος,2004-03-07,2007-08-18,κομμουνιστικο κομμα ελλαδας,β' θεσσαλονικης,male
τζεκης κωνσταντινου αγγελος,2009-10-04,2011-06-19,κομμουνιστικο κομμα ελλαδας,β' θεσσαλονικης,male
τζελεπης γεωργιου μιχαηλ,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,σερρων,male
τζελεπης γεωργιου μιχαηλ,2015-09-20,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),σερρων,male
τζηκα-κωστοπουλου ιωαννη δαναη,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,μαγνησιας,female
τζηκαλαγιας γεωργιου ζησης,2012-03-16,2012-04-11,νεα δημοκρατια,καστοριας,male
τζηκαλαγιας γεωργιου ζησης,2012-02-12,2012-03-15,ανεξαρτητοι (εκτος κομματος),καστοριας,male
τζηκαλαγιας γεωργιου ζησης,2009-10-04,2012-02-11,νεα δημοκρατια,καστοριας,male
τζηκαλαγιας γεωργιου ζησης,2019-07-07,2020-07-25,νεα δημοκρατια,καστοριας,male
τζηρος ευθυμιου νικολαος,1990-04-08,1993-09-11,νεα δημοκρατια,γρεβενων,male
τζιμας γεωργιου μαργαριτης,2004-03-07,2007-08-18,νεα δημοκρατια,δραμας,male
τζιμας γεωργιου μαργαριτης,2007-09-16,2009-09-07,νεα δημοκρατια,δραμας,male
τζιμας γεωργιου μαργαριτης,2012-04-04,2012-04-11,νεα δημοκρατια,δραμας,male
τζιμας γεωργιου μαργαριτης,2012-02-12,2012-04-03,ανεξαρτητοι (εκτος κομματος),δραμας,male
τζιμας γεωργιου μαργαριτης,2009-10-04,2012-02-11,νεα δημοκρατια,δραμας,male
τζιολας γεωργιου ελευθεριος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,γρεβενων,male
τζιτζικωστας αποστολου γεωργιος,1989-01-01,1989-06-02,νεα δημοκρατια,β' θεσσαλονικης,male
τζιτζικωστας αποστολου γεωργιος,1989-06-18,1989-10-12,νεα δημοκρατια,β' θεσσαλονικης,male
τζιτζικωστας αποστολου γεωργιος,1989-11-05,1990-03-12,νεα δημοκρατια,β' θεσσαλονικης,male
τζιτζικωστας αποστολου γεωργιος,1990-04-08,1993-09-11,νεα δημοκρατια,β' θεσσαλονικης,male
τζιτζικωστας αποστολου γεωργιος,1993-10-10,1996-08-24,νεα δημοκρατια,β' θεσσαλονικης,male
τζιτζικωστας αποστολου γεωργιος,1996-09-22,2000-03-14,νεα δημοκρατια,β' θεσσαλονικης,male
βαληνακης γεωργιου ιωαννης,2004-03-07,2007-08-18,νεα δημοκρατια,επικρατειας,male
βαληνακης γεωργιου ιωαννης,2007-09-16,2009-09-07,νεα δημοκρατια,δωδεκανησου,male
τζιτζικωστας γεωργιου αποστολος-ιωαννης,2007-09-16,2009-09-07,νεα δημοκρατια,α' θεσσαλονικης,male
τζουμακας αθανασιου στεφανος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
τζουμακας αθανασιου στεφανος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
τζουμακας αθανασιου στεφανος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
τζουμακας αθανασιου στεφανος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
τζουμακας αθανασιου στεφανος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
τζουμακας αθανασιου στεφανος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
τζουμακας αθανασιου στεφανος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
τζουφη στεφανου μεροπη,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ιωαννινων,female
τζουφη στεφανου μεροπη,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ιωαννινων,female
τζουφη στεφανου μεροπη,2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,ιωαννινων,female
τζωαννος γαβριηλ ιωαννης,1996-09-22,2000-03-14,νεα δημοκρατια,επικρατειας,male
τιμοσιδης ιωαννη μιχαηλ,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τιμοσιδης ιωαννη μιχαηλ,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τογιας ιωαννη βασιλειος,1994-03-06,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male
τογιας ιωαννη βασιλειος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας,male
τογιας ιωαννη βασιλειος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας,male
τογιας ιωαννη βασιλειος,2012-02-12,2012-04-11,ανεξαρτητοι (εκτος κομματος),βοιωτιας,male
τογιας ιωαννη βασιλειος,2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας,male
τολκας χαραλαμπου αγγελος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,ημαθιας,male
τολκας χαραλαμπου αγγελος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,ημαθιας,male
τοσκας στεφανου νικολαος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,male
τοσκας στεφανου νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
αγοραστος αναστασιου κωνσταντινος,2004-03-07,2007-08-18,νεα δημοκρατια,λαρισας,male
αγοραστος αναστασιου κωνσταντινος,2007-09-16,2009-09-07,νεα δημοκρατια,λαρισας,male
βαλταδωρος δημητριου αγγελος,1989-01-01,1989-06-02,νεα δημοκρατια,ημαθιας,male
τραγακης παναγιωτη ιωαννης,1989-06-18,1989-10-12,νεα δημοκρατια,β' πειραιως,male
τραγακης παναγιωτη ιωαννης,1989-11-05,1990-03-12,νεα δημοκρατια,β' πειραιως,male
τραγακης παναγιωτη ιωαννης,1990-04-08,1993-09-11,νεα δημοκρατια,β' πειραιως,male
τραγακης παναγιωτη ιωαννης,2004-03-07,2007-08-18,νεα δημοκρατια,β' πειραιως,male
τραγακης παναγιωτη ιωαννης,2007-09-16,2009-09-07,νεα δημοκρατια,β' πειραιως,male
τραγακης παναγιωτη ιωαννης,2009-10-04,2012-04-11,νεα δημοκρατια,β' πειραιως,male
τραγακης παναγιωτη ιωαννης,2012-05-06,2012-05-19,νεα δημοκρατια,β' πειραιως,male
τραγακης παναγιωτη ιωαννης,2012-06-17,2014-12-31,νεα δημοκρατια,β' πειραιως,male
τραγακης παναγιωτη ιωαννης,2015-01-25,2015-08-28,νεα δημοκρατια,β' πειραιως,male
τραγακης παναγιωτη ιωαννης,2015-09-20,2019-06-11,νεα δημοκρατια,β' πειραιως,male
τραγακης παναγιωτη ιωαννης,2019-07-07,2020-07-25,νεα δημοκρατια,β' πειραιως,male
τριανταφυλλιδης γεωργιου αλεξανδρος (αλεκος),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
τριανταφυλλιδης γεωργιου αλεξανδρος (αλεκος),2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
τριανταφυλλιδης γεωργιου αλεξανδρος (αλεκος),2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
τριανταφυλλοπουλος θεοδωρου ανδρεας,2012-02-12,2012-04-11,ανεξαρτητοι (εκτος κομματος),αχαιας,male
τριανταφυλλοπουλος θεοδωρου ανδρεας,2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας,male
τριανταφυλλος δημοσθενη κωνσταντινος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,χιου,male
τριανταφυλλος δημοσθενη κωνσταντινος,2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,χιου,male
τριανταφυλλου κωνσταντινου μαρια,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,αιτωλοακαρνανιας,female
τριανταφυλλου κωνσταντινου μαρια,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αιτωλοακαρνανιας,female
τριανταφυλλου κωνσταντινου μαρια,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,αιτωλοακαρνανιας,female
τριαριδης αθανασιου κωνσταντινος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,κιλκις,male
τριαριδης αθανασιου κωνσταντινος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,κιλκις,male
τριαριδης αθανασιου κωνσταντινος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,κιλκις,male
τριαριδης αθανασιου κωνσταντινος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,κιλκις,male
τριτσης σαββα αντωνιος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,κεφαλληνιας,male
βαλυρακης ιωαν. ιωσηφ,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
τρυφωνιδης παναγιωτη γεωργιος,1993-10-10,1996-08-24,νεα δημοκρατια,πρεβεζας,male
τρυφωνιδης παναγιωτη γεωργιος,1996-09-22,2000-03-14,νεα δημοκρατια,πρεβεζας,male
τρυφωνιδης παναγιωτη γεωργιος,2000-04-09,2004-02-11,νεα δημοκρατια,πρεβεζας,male
τρυφωνιδης παναγιωτη γεωργιος,2007-09-16,2009-09-07,νεα δημοκρατια,πρεβεζας,male
τσαβδαριδης γεωργιου λαζαρος,2007-09-16,2009-09-07,νεα δημοκρατια,ημαθιας,male
τσαβδαριδης γεωργιου λαζαρος,2012-06-17,2014-12-31,νεα δημοκρατια,ημαθιας,male
τσαβδαριδης γεωργιου λαζαρος,2019-07-07,2020-07-25,νεα δημοκρατια,ημαθιας,male
τσαγκαρης λουκα φρανς,1989-06-18,1989-10-12,νεα δημοκρατια,φθιωτιδας,male
τσαγκαρης λουκα φρανς,1989-11-05,1990-03-12,νεα δημοκρατια,φθιωτιδας,male
τσαγκαρης λουκα φρανς,1990-04-08,1993-09-11,νεα δημοκρατια,φθιωτιδας,male
τσακαλωτος στεφανου ευκλειδης,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
τσακαλωτος στεφανου ευκλειδης,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
τσακαλωτος στεφανου ευκλειδης,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
τσακαλωτος στεφανου ευκλειδης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
τσακαλωτος στεφανου ευκλειδης,2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,β1' βορειου τομεα αθηνων,male
τσακλιδης κωνσταντινου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τσακλιδης κωνσταντινου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τσακλιδης κωνσταντινου ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τσακλιδης κωνσταντινου ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τσακλιδης κωνσταντινου ιωαννης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τσακλιδης κωνσταντινου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τσακλιδης κωνσταντινου ιωαννης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τσακλιδης κωνσταντινου ιωαννης,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τσαλδαρης κωνσταντινου αθανασιος,1989-01-01,1989-06-02,νεα δημοκρατια,β' αθηνων,male
τσαλδαρης κωνσταντινου αθανασιος,1989-06-18,1989-10-12,νεα δημοκρατια,επικρατειας,male
τσαλδαρης κωνσταντινου αθανασιος,1989-11-05,1990-03-12,νεα δημοκρατια,επικρατειας,male
τσαλδαρης κωνσταντινου αθανασιος,1990-04-08,1993-09-11,νεα δημοκρατια,επικρατειας,male
τσαλδαρης κωνσταντινου αθανασιος,1993-10-10,1996-08-24,νεα δημοκρατια,επικρατειας,male
τσαλδαρης κωνσταντινου αθανασιος,1996-09-22,1997-10-04,νεα δημοκρατια,επικρατειας,male
τσαλιδης γεωργιου φιλιππος,2004-03-07,2007-08-18,νεα δημοκρατια,ξανθης,male
τσαλουχιδης νικολαου ιωαννης,1989-01-01,1989-06-02,νεα δημοκρατια,α' θεσσαλονικης,male
τσανακα δημητριου αλεξανδρα,2015-08-21,2015-08-28,λαικη ενοτητα,καβαλας,female
τσανακα δημητριου αλεξανδρα,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,καβαλας,female
βαμβακα νικολαου ευγενια (τζενη),2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως,female
βαμβακα νικολαου ευγενια (τζενη),2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως,female
τσαντουλας χριστοφορου δημητριος,2004-03-07,2007-08-18,νεα δημοκρατια,πρεβεζας,male
τσαπαρας παντελη στεφανος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
τσαφουλιας ανδρεα γεωργιος,1996-09-22,2000-03-14,δημοκρατικο κοινωνικο κινημα,αχαιας,male
τσεκουρας γρηγοριου ιωαννης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,πρεβεζας,male
τσερτικιδης αναστασιου παντελης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,πιεριας,male
τσερτικιδης αναστασιου παντελης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,πιεριας,male
τσερτικιδης αναστασιου παντελης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,πιεριας,male
τσετινες ανεστη δημητριος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,ροδοπης,male
τσετινες ανεστη δημητριος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,ροδοπης,male
τσετινες ανεστη δημητριος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ροδοπης,male
τσετινες ανεστη δημητριος,1996-09-22,1999-12-20,πανελληνιο σοσιαλιστικο κινημα,ροδοπης,male
τσιαμακης κωνσταντινου δημοσθενης,2000-04-09,2000-09-20,νεα δημοκρατια,ευρυτανιας,male
τσιαμακης κωνσταντινου δημοσθενης,2004-03-07,2007-08-18,νεα δημοκρατια,ευρυτανιας,male
βαρβαριγος αντωνιου δημητριος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου,male
βαρβαριγος αντωνιου δημητριος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου,male
βαρβαριγος αντωνιου δημητριος,2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου,male
τσιαουση παναγιωτη ελενη,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,εβρου,female
τσιαρας αλεξανδρου κωνσταντινος,2004-03-07,2007-08-18,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2007-09-16,2009-09-07,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2009-10-04,2012-04-11,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2012-05-06,2012-05-19,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2015-01-25,2015-08-28,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2015-09-20,2019-06-11,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2019-07-07,2020-07-25,νεα δημοκρατια,καρδιτσας,male
τσιαρτσιωνης γεωργιου νικολαος,1996-09-22,2000-03-14,νεα δημοκρατια,κοζανης,male
τσιαρτσιωνης γεωργιου νικολαος,2000-04-09,2004-02-11,νεα δημοκρατια,κοζανης,male
τσιαρτσιωνης γεωργιου νικολαος,2004-03-07,2007-08-18,νεα δημοκρατια,κοζανης,male
τσιαρτσιωνης γεωργιου νικολαος,2007-09-16,2009-09-07,νεα δημοκρατια,κοζανης,male
τσιγαριδας γεωργιου κωνσταντινος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,ευρυτανιας,male
τσιγκρης αντωνιου αγγελος,2019-07-07,2020-07-25,νεα δημοκρατια,αχαιας,male
τσικαρδανη αλεξανδρου θεοδωρα,2012-05-06,2012-05-19,δημοκρατικη αριστερα,κοζανης,female
τσιλιγγιρης γεωργιου σπυριδων (σπυρος),2019-07-07,2020-07-25,νεα δημοκρατια,ξανθης,male
τσιλικας χαραλαμπους βασιλειος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,καρδιτσας,male
τσιλικας χαραλαμπους βασιλειος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,καρδιτσας,male
τσιμας δημητριου κωνσταντινος,2000-04-09,2001-07-12,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τσιμας δημητριου κωνσταντινος,2004-03-07,2005-11-29,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τσιογκας βασιλειου δημητριος,2001-02-01,2004-02-11,κομμουνιστικο κομμα ελλαδας,λαρισας,male
τσιογκας βασιλειου δημητριος,2004-03-07,2007-08-18,κομμουνιστικο κομμα ελλαδας,λαρισας,male
τσιογκας βασιλειου δημητριος,2007-09-16,2008-05-23,κομμουνιστικο κομμα ελλαδας,λαρισας,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2009-10-04,2012-04-11,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2012-05-06,2012-05-19,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2012-06-17,2014-12-31,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2015-01-25,2015-08-28,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2015-09-20,2019-06-11,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2019-07-07,2020-07-25,νεα δημοκρατια,β2' δυτικου τομεα αθηνων,male
τσιοκας δημητριου θεοχαρης (χαρης),1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
τσιοκας δημητριου θεοχαρης (χαρης),2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
τσιοκας δημητριου θεοχαρης (χαρης),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
τσιοκας δημητριου θεοχαρης (χαρης),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
τσιοκας δημητριου θεοχαρης (χαρης),2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
τσιουπλακης ελευθεριου κωνσταντινος,1989-01-01,1989-06-02,νεα δημοκρατια,χαλκιδικης,male
τσιπλακης αθανασιου κωνσταντινος,2000-04-09,2004-02-11,νεα δημοκρατια,σερρων,male
τσιπλακης αθανασιου κωνσταντινος,2004-03-07,2007-08-18,νεα δημοκρατια,σερρων,male
τσιπλακος ιωαννη αριστειδης,1989-01-01,1989-06-02,νεα δημοκρατια,βοιωτιας,male
τσιπλακος ιωαννη αριστειδης,1989-06-18,1989-10-12,νεα δημοκρατια,βοιωτιας,male
τσιπλακος ιωαννη αριστειδης,1989-11-05,1990-03-12,νεα δημοκρατια,βοιωτιας,male
τσιπλακος ιωαννη αριστειδης,1990-04-08,1993-09-11,νεα δημοκρατια,βοιωτιας,male
τσιπλακος ιωαννη αριστειδης,1993-10-10,1996-08-24,νεα δημοκρατια,βοιωτιας,male
τσιπλακος ιωαννη αριστειδης,2000-04-09,2004-02-11,νεα δημοκρατια,βοιωτιας,male
τσιπρας ηρακλη γεωργιος,2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,β' δυτικης αττικης,male
τσιπρας παυλου αλεξιος,2009-10-04,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
τσιπρας παυλου αλεξιος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
τσιπρας παυλου αλεξιος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
τσιπρας παυλου αλεξιος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
τσιπρας παυλου αλεξιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male
τσιπρας παυλου αλεξιος,2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,male
τσιπρας σταυρου βασιλης,2000-04-09,2004-02-11,νεα δημοκρατια,ευρυτανιας,male
τσιρκας δημητριου βασιλειος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αρτας,male
τσιρκας δημητριου βασιλειος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,αρτας,male
βαρβιτσιωτης μιλτιαδη ιωαννης,1989-01-01,1989-06-02,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης μιλτιαδη ιωαννης,1989-06-18,1989-10-12,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης μιλτιαδη ιωαννης,1989-11-05,1990-03-12,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης μιλτιαδη ιωαννης,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης μιλτιαδη ιωαννης,1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης μιλτιαδη ιωαννης,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης μιλτιαδη ιωαννης,2000-04-09,2004-02-11,νεα δημοκρατια,επικρατειας,male
τσιρωνης γεωργιου ιωαννης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
τσιρωνης μιχαηλ δημητριος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,αρτας,male
τσιρωνης μιχαηλ δημητριος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,αρτας,male
τσιτουριδης κυριακου σαββας,1996-09-22,2000-03-14,νεα δημοκρατια,κιλκις,male
τσιτουριδης κυριακου σαββας,2000-04-09,2004-02-11,νεα δημοκρατια,κιλκις,male
τσιτουριδης κυριακου σαββας,2004-03-07,2007-08-18,νεα δημοκρατια,κιλκις,male
τσιτουριδης κυριακου σαββας,2007-09-16,2009-09-07,νεα δημοκρατια,κιλκις,male
τσιτσιμελης λαμπρου στυλιανος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
