member_name,role,role_start_date,role_end_date,gender
μαρινα χρυσοβελωνη,υφυπουργος εσωτερικων,29/08/2018,09/07/2019,female
μαρινα χρυσοβελωνη,υφυπουργος υποδομων μεταφορων και δικτυων,24/02/2016,05/11/2016,female
μαριος σαλμας,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,08/01/2009,07/10/2009,male
μαριος σαλμας,αναπληρωτης υπουργος υγειας,21/06/2012,25/06/2013,male
μαρκος μπολαρης,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,17/06/2011,11/11/2011,male
μαρκος μπολαρης,υφυπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/10/2009,07/09/2010,male
μαρκος μπολαρης,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,11/11/2011,17/05/2012,male
μαρκος μπολαρης,αναπληρωτης υπουργος αγροτικης αναπτυξης και τροφιμων,23/09/2015,05/11/2016,male
μαρκος μπολαρης,υφυπουργος εξωτερικων,29/08/2018,09/07/2019,male
μαυρουδης βοριδης,υπουργος υποδομων μεταφορων και δικτυων,11/11/2011,17/05/2012,male
μαυρουδης βοριδης,υπουργος υγειας,10/06/2014,27/01/2015,male
μαυρουδης βοριδης,υπουργος αγροτικης αναπτυξης και τροφιμων,09/07/2019,27/07/2020,male
μελετιος-αθανασιος δημοπουλος,υπουργος υγειας,28/08/2015,21/09/2015,male
μεροπη τζουφη,υφυπουργος παιδειας ερευνας και θρησκευματων,28/02/2018,09/07/2019,female
μιλτιαδης βαρβιτσιωτης,υφυπουργος εξωτερικων,08/01/2009,07/10/2009,male
μιλτιαδης βαρβιτσιωτης,υπουργος ναυτιλιας και αιγαιου,25/06/2013,27/01/2015,male
μιλτιαδης βαρβιτσιωτης,αναπληρωτης υπουργος εξωτερικων,09/07/2019,27/07/2020,male
μιλτιαδης εβερτ,υπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,02/07/1989,12/10/1989,male
μιλτιαδης εβερτ,υπουργος προεδριας της κυβερνησης,11/04/1990,31/10/1991,male
μιλτιαδης παπαιωαννου,υπουργος εργασιας και κοινωνικων ασφαλισεων,25/09/1996,13/04/2000,male
μιλτιαδης παπαιωαννου,υπουργος επικρατειας,13/04/2000,24/10/2001,male
μιλτιαδης παπαιωαννου,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,17/06/2011,11/11/2011,male
μιλτιαδης παπαιωαννου,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,11/11/2011,17/05/2012,male
μιχαηλ γαλενιανος,υφυπουργος οικονομικων,07/08/1992,13/10/1993,male
μιχαηλ θεοδωρακης (μικης),υπουργος χωρις χαρτοφυλακιο,11/04/1990,10/04/1991,male
μιχαηλ θεοδωρακης (μικης),υπουργος επικρατειας,11/04/1991,01/04/1992,male
μιχαηλ θεοχαριδης,υπουργος εσωτερικων,31/12/2014,27/01/2015,male
μιχαηλ καλογηρος,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,29/08/2018,09/07/2019,male
μιχαηλ καρχιμακης,υφυπουργος αγροτικης αναπτυξης και τροφιμων,07/10/2009,07/09/2010,male
μιχαηλ μπεκιρης,υφυπουργος μεταφορων και επικοινωνιων,08/01/2009,07/10/2009,male
μιχαηλ παπαδοπουλος,υφυπουργος αγροτικης αναπτυξης και τροφιμων,08/01/2009,07/10/2009,male
μιχαηλ παπαδοπουλος,υφυπουργος υποδομων μεταφορων και δικτυων,25/06/2013,27/01/2015,male
μιχαηλ παπακωνσταντινου,υπουργος βιομηχανιας ενεργειας και τεχνολογιας,02/07/1989,12/10/1989,male
μιχαηλ παπακωνσταντινου,υπουργος εξωτερικων,07/08/1992,13/10/1993,male
μιχαηλ παπακωνσταντινου,υπουργος δικαιοσυνης,08/08/1991,07/08/1992,male
μιχαηλ παπακωνσταντινου,υπουργος γεωργιας,11/04/1990,08/08/1991,male
μιχαηλ τιμοσιδης,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,07/09/2010,11/11/2011,male
μιχαηλ τιμοσιδης,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,11/11/2011,17/05/2012,male
μιχαηλ χρυσοχοιδης,υφυπουργος εμποριου,08/07/1994,22/01/1996,male
μιχαηλ χρυσοχοιδης,υφυπουργος αναπτυξης,01/02/1996,25/09/1996,male
μιχαηλ χρυσοχοιδης,υφυπουργος εμποριου,22/01/1996,01/02/1996,male
μιχαηλ χρυσοχοιδης,υπουργος δημοσιας ταξης,19/02/1999,13/04/2000,male
μιχαηλ χρυσοχοιδης,υφυπουργος αναπτυξης,25/09/1996,19/02/1999,male
μιχαηλ χρυσοχοιδης,υπουργος δημοσιας ταξης,13/04/2000,07/07/2003,male
μιχαηλ χρυσοχοιδης,υπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/09/2010,27/06/2011,male
μιχαηλ χρυσοχοιδης,υπουργος προστασιας του πολιτη,07/10/2009,07/09/2010,male
μιχαηλ χρυσοχοιδης,υπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,27/06/2011,11/11/2011,male
μιχαηλ χρυσοχοιδης,υπουργος προστασιας του πολιτη,07/03/2012,17/05/2012,male
μιχαηλ χρυσοχοιδης,υπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,11/11/2011,07/03/2012,male
μιχαηλ χρυσοχοιδης,υπουργος υποδομων μεταφορων και δικτυων,25/06/2013,27/01/2015,male
μιχαηλ χρυσοχοιδης,υπουργος προστασιας του πολιτη,09/07/2019,27/07/2020,male
μιχαηλ-γεωργιος λιαπης,υφυπουργος εμποριου,03/12/1992,13/10/1993,male
μιχαηλ-γεωργιος λιαπης,υπουργος μεταφορων και επικοινωνιων,10/03/2004,19/09/2007,male
μιχαηλ-γεωργιος λιαπης,υπουργος πολιτισμου,19/09/2007,07/01/2009,male
μιχαηλ-κωνσταντινος σταθοπουλος,υπουργος δικαιοσυνης,13/04/2000,24/10/2001,male
μυρσινη ζορμπα,υπουργος πολιτισμου και αθλητισμου,29/08/2018,09/07/2019,female
ναπολεων μαραβεγιας,υπουργος αγροτικης αναπτυξης και τροφιμων,17/05/2012,21/06/2012,male
νεκταριος σαντορινιος,αναπληρωτης υπουργος ναυτιλιας και νησιωτικης πολιτικης,29/08/2018,09/07/2019,male
νεκταριος σαντορινιος,υφυπουργος ναυτιλιας και νησιωτικης πολιτικης,05/11/2016,29/08/2018,male
νικη κεραμεως,υπουργος παιδειας και θρησκευματων,09/07/2019,27/07/2020,female
νικητας κακλαμανης,υπουργος υγειας και κοινωνικης αλληλεγγυης,10/03/2004,15/02/2006,male
νικολαος αγγελοπουλος,υφυπουργος εργασιας,03/12/1992,13/10/1993,male
νικολαος αγγελοπουλος,υφυπουργος απασχολησης και κοινωνικης προστασιας,10/03/2004,15/02/2006,male
νικολαος αθανασακης,υφυπουργος τυπου και μεσων μαζικης ενημερωσης,15/09/1995,22/01/1996,male
νικολαος ακριτιδης,υπουργος εμποριου,15/09/1995,22/01/1996,male
νικολαος αναστασοπουλος,υφυπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,03/12/1992,13/10/1993,male
νικολαος βουτσης,υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,27/01/2015,27/08/2015,male
νικολαος γκελεσταθης,υπουργος μεταφορων και επικοινωνιων,02/07/1989,12/10/1989,male
νικολαος γκελεσταθης,υπουργος δημοσιας ταξης,03/12/1992,14/09/1993,male
νικολαος γκελεσταθης,υπουργος μεταφορων και επικοινωνιων,11/04/1990,03/12/1992,male
νικολαος γκεσουλης,υφυπουργος εθνικης παιδειας και θρησκευματων,24/10/2001,10/03/2004,male
νικολαος θεμελης,υπουργος προεδριας της κυβερνησης,12/10/1989,23/11/1989,male
νικολαος θεμελης,υπουργος προεδριας της κυβερνησης,23/11/1989,11/04/1990,male
νικολαος κλειτος,υπουργος εσωτερικων,08/08/1991,03/12/1992,male
νικολαος κλειτος,υφυπουργος εσωτερικων,11/04/1990,08/08/1991,male
νικολαος κοτζιας,υπουργος εξωτερικων,27/01/2015,27/08/2015,male
νικολαος κοτζιας,υπουργος εξωτερικων,23/09/2015,20/10/2018,male
νικολαος κουρης,υφυπουργος εθνικης αμυνας,13/10/1993,22/01/1996,male
νικολαος κουρης,υφυπουργος εθνικης αμυνας,22/01/1996,25/09/1996,male
νικολαος κυριαζιδης,υφυπουργος οικονομικων,25/02/1994,22/01/1996,male
νικολαος κωνσταντοπουλος,υπουργος εσωτερικων,02/07/1989,12/10/1989,male
νικολαος λεγκας,υφυπουργος οικονομιας και οικονομικων,19/09/2007,07/10/2009,male
νικολαος μαυραγανης,υφυπουργος υποδομων και μεταφορων,05/11/2016,15/01/2019,male
νικολαος μπιστης,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,07/07/2003,10/03/2004,male
νικολαος νικολοπουλος,υφυπουργος εργασιας κοινωνικης ασφαλισης και προνοιας,21/06/2012,12/07/2012,male
νικολαος ξυδακης,αναπληρωτης υπουργος πολιτισμου παιδειας και θρησκευματων,27/01/2015,27/08/2015,male
νικολαος ξυδακης,αναπληρωτης υπουργος εξωτερικων,23/09/2015,05/11/2016,male
νικολαος παναγιωτοπουλος,υφυπουργος εργασιας κοινωνικης ασφαλισης και προνοιας,12/07/2012,25/06/2013,male
νικολαος παναγιωτοπουλος,υπουργος εθνικης αμυνας,09/07/2019,27/07/2020,male
νικολαος παπαθανασης,υφυπουργος αναπτυξης και επενδυσεων,09/07/2019,27/07/2020,male
νικολαος παππας,υπουργος εμπορικης ναυτιλιας,12/10/1989,23/11/1989,male
νικολαος παππας,υπουργος εμπορικης ναυτιλιας,23/11/1989,11/04/1990,male
νικολαος παππας,υπουργος επικρατειας,27/01/2015,27/08/2015,male
νικολαος παππας,υπουργος ψηφιακης πολιτικης τηλεπικοινωνιων και ενημερωσης,05/11/2016,09/07/2019,male
νικολαος παππας,υπουργος επικρατειας,23/09/2015,05/11/2016,male
νικολαος παρασκευοπουλος,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,27/01/2015,27/08/2015,male
νικολαος παρασκευοπουλος,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,23/09/2015,05/11/2016,male
νικολαος σαλαγιαννης,υφυπουργος μεταφορων και επικοινωνιων,30/10/1998,13/04/2000,male
νικολαος σηφουνακης,υπουργος τουρισμου,23/06/1995,22/01/1996,male
νικολαος σηφουνακης,υφυπουργος πολιτισμου,08/07/1994,23/06/1995,male
νικολαος σηφουνακης,υπουργος αιγαιου,13/04/2000,10/03/2004,male
νικολαος σηφουνακης,αναπληρωτης υπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,07/09/2010,11/11/2011,male
νικολαος σηφουνακης,υφυπουργος υποδομων μεταφορων και δικτυων,07/10/2009,07/09/2010,male
νικολαος σηφουνακης,αναπληρωτης υπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,11/11/2011,17/05/2012,male
νικολαος ταγαρας,αναπληρωτης υπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,31/03/2014,27/01/2015,male
νικολαος τοσκας,υφυπουργος εθνικης αμυνας,27/01/2015,27/08/2015,male
νικολαος τοσκας,αναπληρωτης υπουργος εσωτερικων,05/11/2016,03/08/2018,male
νικολαος τοσκας,αναπληρωτης υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,23/09/2015,05/11/2016,male
νικολαος τσιαρτσιωνης,υπουργος μακεδονιας-θρακης,10/03/2004,15/02/2006,male
νικολαος φαρμακης,υφυπουργος υγειας και προνοιας,15/09/1995,22/01/1996,male
νικολαος φαρμακης,υφυπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,08/07/1994,15/09/1995,male
νικολαος φαρμακης,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,22/01/1996,25/09/1996,male
νικολαος φαρμακης,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,25/09/1996,30/10/1998,male
νικολαος φαρμακης,υφυπουργος υγειας και προνοιας,30/10/1998,13/04/2000,male
νικολαος φαρμακης,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,13/04/2000,24/10/2001,male
νικολαος φαρμακης,υφυπουργος οικονομιας και οικονομικων,07/07/2003,10/03/2004,male
νικολαος φιλης,υπουργος παιδειας ερευνας και θρησκευματων,23/09/2015,05/11/2016,male
νικολαος χαρδαλιας,υφυπουργος προστασιας του πολιτη,15/03/2020,27/07/2020,male
νικολαος χουντης,αναπληρωτης υπουργος εξωτερικων,27/01/2015,18/07/2015,male
νικολαος χριστοδουλακης,υφυπουργος οικονομικων,25/09/1996,13/04/2000,male
νικολαος χριστοδουλακης,υπουργος αναπτυξης,13/04/2000,24/10/2001,male
νικολαος χριστοδουλακης,υπουργος εθνικης οικονομιας και οικονομικων,24/10/2001,10/03/2004,male
νικολαος χριστοδουλακης,υπουργος οικονομιας υποδομων ναυτιλιας και τουρισμου,28/08/2015,21/09/2015,male
νικολαος-γεωργιος δενδιας,υπουργος δικαιοσυνης,08/01/2009,07/10/2009,male
νικολαος-γεωργιος δενδιας,υπουργος εθνικης αμυνας,03/11/2014,27/01/2015,male
νικολαος-γεωργιος δενδιας,υπουργος αναπτυξης και ανταγωνιστικοτητας,10/06/2014,03/11/2014,male
νικολαος-γεωργιος δενδιας,υπουργος δημοσιας ταξης και προστασιας του πολιτη,21/06/2012,10/06/2014,male
νικολαος-γεωργιος δενδιας,υπουργος εξωτερικων,09/07/2019,27/07/2020,male
νικολαος-λεανδρος λιναρδατος,υφυπουργος προεδριας της κυβερνησης,03/07/1989,12/10/1989,male
νικολαος-λεανδρος λιναρδατος,υφυπουργος στον πρωθυπουργο,08/08/1991,07/08/1992,male
νικολαος-μιχαηλ αλιβιζατος,υπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,13/02/2004,10/03/2004,male
νικολαος-φωτιος χατζημιχαλης,υφυπουργος γεωργιας,13/04/2000,10/03/2004,male
ξενοφων ζολωτας,πρωθυπουργος,23/11/1989,11/04/1990,male
ξενοφων-ροδολφος μορωνης,υπουργος επικρατειας,24/08/2007,19/09/2007,male
ξενοφων-ροδολφος μορωνης,υφυπουργος στον πρωθυπουργο,28/08/2015,21/09/2015,male
οδυσσεας κωνσταντινοπουλος,υφυπουργος αναπτυξης και ανταγωνιστικοτητας,10/06/2014,27/01/2015,male
ολγα γεροβασιλη,υφυπουργος στον πρωθυπουργο,18/07/2015,27/08/2015,female
ολγα γεροβασιλη,υπουργος προστασιας του πολιτη,29/08/2018,09/07/2019,female
ολγα γεροβασιλη,υπουργος διοικητικης ανασυγκροτησης,05/11/2016,29/08/2018,female
ολγα γεροβασιλη,υφυπουργος στον πρωθυπουργο,23/09/2015,05/11/2016,female
ολγα κεφαλογιαννη,υπουργος τουρισμου,21/06/2012,27/01/2015,female
ολγα-ναντια βαλαβανη,αναπληρωτης υπουργος οικονομικων,27/01/2015,18/07/2015,female
ολυμπια τελιγιοριδου,υφυπουργος αγροτικης αναπτυξης και τροφιμων,29/08/2018,09/07/2019,female
ουρανια αντωνοπουλου,αναπληρωτης υπουργος εργασιας και κοινωνικης αλληλεγγυης,27/01/2015,27/08/2015,female
ουρανια αντωνοπουλου,αναπληρωτης υπουργος εργασιας κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,23/09/2015,26/02/2018,female
παναγιωτης δελημητσος,υφυπουργος μεταφορων και επικοινωνιων,03/12/1992,13/10/1993,male
παναγιωτης δελημητσος,υφυπουργος οικονομικων,11/04/1990,08/08/1991,male
παναγιωτης θεοδωρικακος,υπουργος εσωτερικων,09/07/2019,27/07/2020,male
παναγιωτης καμμενος,υφυπουργος εμπορικης ναυτιλιας αιγαιου και νησιωτικης πολιτικης,19/09/2007,07/10/2009,male
παναγιωτης καμμενος,υπουργος εθνικης αμυνας,27/01/2015,27/08/2015,male
παναγιωτης καμμενος,υπουργος εθνικης αμυνας,23/09/2015,14/01/2019,male
παναγιωτης καραμπελας,υφυπουργος εθνικης αμυνας,21/06/2012,25/06/2013,male
παναγιωτης κουρουμπλης,υπουργος υγειας και κοινωνικων ασφαλισεων,27/01/2015,27/08/2015,male
παναγιωτης κουρουμπλης,υπουργος ναυτιλιας και νησιωτικης πολιτικης,05/11/2016,29/08/2018,male
παναγιωτης κουρουμπλης,υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,23/09/2015,05/11/2016,male
παναγιωτης λαφαζανης,υπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,27/01/2015,18/07/2015,male
παναγιωτης μηταρακης,υφυπουργος αναπτυξης ανταγωνιστικοτητας υποδομων μεταφορων και δικτυων,21/06/2012,25/06/2013,male
παναγιωτης μηταρακης,υφυπουργος αναπτυξης και ανταγωνιστικοτητας,25/06/2013,27/01/2015,male
παναγιωτης μηταρακης,υφυπουργος εργασιας και κοινωνικων υποθεσεων,09/07/2019,15/01/2020,male
παναγιωτης μηταρακης,υπουργος μεταναστευσης και ασυλου,15/01/2020,27/07/2020,male
παναγιωτης μπεγλιτης,υπουργος εθνικης αμυνας,17/06/2011,11/11/2011,male
παναγιωτης μπεγλιτης,αναπληρωτης υπουργος εθνικης αμυνας,07/10/2009,17/06/2011,male
παναγιωτης νικολουδης,υπουργος επικρατειας,27/01/2015,27/08/2015,male
παναγιωτης νικολουδης,υπουργος επικρατειας,28/08/2015,21/09/2015,male
παναγιωτης πικραμμενος,πρωθυπουργος,16/05/2012,20/06/2012,male
παναγιωτης πικραμμενος,αντιπροεδρος της κυβερνησης,09/07/2019,27/07/2020,male
παναγιωτης ρηγας,υφυπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/09/2010,27/06/2011,male
παναγιωτης ρηγας,αναπληρωτης υπουργος εθνικης αμυνας,29/08/2018,09/07/2019,male
παναγιωτης σγουριδης,υφυπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,27/01/2015,27/08/2015,male
παναγιωτης σγουριδης,υφυπουργος υποδομων μεταφορων και δικτυων,24/09/2015,24/02/2016,male
παναγιωτης σκανδαλακης,υφυπουργος εξωτερικων,10/03/2004,15/02/2006,male
παναγιωτης σκουρλετης,υπουργος εργασιας και κοινωνικης αλληλεγγυης,27/01/2015,18/07/2015,male
παναγιωτης σκουρλετης,υπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,18/07/2015,27/08/2015,male
παναγιωτης σκουρλετης,υπουργος περιβαλλοντος και ενεργειας,23/09/2015,05/11/2016,male
παναγιωτης σκουρλετης,υπουργος εσωτερικων,05/11/2016,29/08/2018,male
παναγιωτης χατζηνικολαου,υπουργος μακεδονιας-θρακης,02/07/1989,12/10/1989,male
παναγιωτης χατζηνικολαου,υπουργος μακεδονιας-θρακης,08/08/1991,13/10/1993,male
παναγιωτης χατζηνικολαου,αναπληρωτης υπουργος γεωργιας,12/04/1990,08/08/1991,male
παναγιωτης χηνοφωτης,υφυπουργος εσωτερικων,19/09/2007,07/01/2009,male
πανος παναγιωτοπουλος,υπουργος απασχολησης και κοινωνικης προστασιας,10/03/2004,15/02/2006,male
πανος παναγιωτοπουλος,υπουργος πολιτισμου και αθλητισμου,25/06/2013,10/06/2014,male
πανος παναγιωτοπουλος,υπουργος εθνικης αμυνας,21/06/2012,25/06/2013,male
παντελεημονας καψης,υπουργος επικρατειας,02/12/2011,17/05/2012,male
παντελεημονας καψης,υφυπουργος στον πρωθυπουργο,25/06/2013,17/04/2014,male
παντελης οικονομου,αναπληρωτης υπουργος οικονομικων,17/06/2011,11/11/2011,male
παντελης οικονομου,αναπληρωτης υπουργος οικονομικων,11/11/2011,17/05/2012,male
παντελης τζωρτζακης,υφυπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,27/06/2011,11/11/2011,male
παντελης τζωρτζακης,υφυπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,11/11/2011,17/05/2012,male
παντελης τσερτικιδης,υφυπουργος δημοσιας ταξης,05/05/2003,10/03/2004,male
παρασκευας κουκουλοπουλος,υφυπουργος εσωτερικων,27/06/2011,11/11/2011,male
παρασκευας κουκουλοπουλος,υφυπουργος εσωτερικων,11/11/2011,17/05/2012,male
παρασκευας κουκουλοπουλος,αναπληρωτης υπουργος αγροτικης αναπτυξης και τροφιμων,10/06/2014,27/01/2015,male
παρασκευας φουντας,υφυπουργος γεωργιας,30/10/1998,13/04/2000,male
παρασκευη χριστοφιλοπουλου,υφυπουργος παιδειας δια βιου μαθησης και θρησκευματων,07/10/2009,11/11/2011,female
παρασκευη χριστοφιλοπουλου,υφυπουργος παιδειας δια βιου μαθησης και θρησκευματων,11/11/2011,17/05/2012,female
παρασκευη χριστοφιλοπουλου,υφυπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,25/06/2013,27/01/2015,female
παυλος αποστολιδης,υπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,17/05/2012,21/06/2012,male
παυλος γερουλανος,υπουργος πολιτισμου και τουρισμου,07/10/2009,11/11/2011,male
παυλος γερουλανος,υπουργος πολιτισμου και τουρισμου,11/11/2011,17/05/2012,male
παυλος πολακης,υφυπουργος εσωτερικων και διοικητικης ανασυγκροτησης,18/07/2015,27/08/2015,male
παυλος πολακης,αναπληρωτης υπουργος υγειας,23/09/2015,09/07/2019,male
παυλος σακελλαριδης,υπουργος βιομηχανιας ενεργειας και τεχνολογιας,12/10/1989,23/11/1989,male
παυλος σακελλαριδης,υπουργος βιομηχανιας ενεργειας και τεχνολογιας,13/02/1990,11/04/1990,male
παυλος χαικαλης,υφυπουργος εργασιας κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,18/07/2015,27/08/2015,male
πετρος δουκας,υφυπουργος οικονομικων,07/08/1992,13/10/1993,male
πετρος δουκας,υφυπουργος οικονομιας και οικονομικων,10/03/2004,19/09/2007,male
πετρος δουκας,υφυπουργος εξωτερικων,19/09/2007,07/01/2009,male
πετρος ευθυμιου,υπουργος εθνικης παιδειας και θρησκευματων,13/04/2000,10/03/2004,male
πετρος μολυβιατης,υπουργος εξωτερικων,10/03/2004,15/02/2006,male
πετρος μολυβιατης,υπουργος εξωτερικων,17/05/2012,21/06/2012,male
πετρος μολυβιατης,υπουργος εξωτερικων,28/08/2015,21/09/2015,male
πετρος τατουλης,υφυπουργος πολιτισμου,10/03/2004,15/02/2006,male
πετρος-παυλος αλιβιζατος,υφυπουργος πολιτισμου και τουρισμου,11/11/2011,17/05/2012,male
προκοπιος παυλοπουλος,αναπληρωτης υπουργος προεδριας της κυβερνησης,23/12/1989,11/04/1990,male
προκοπιος παυλοπουλος,υπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,10/03/2004,24/08/2007,male
προκοπιος παυλοπουλος,υπουργος εσωτερικων,19/09/2007,11/09/2009,male
ροβερτος σπυροπουλος,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,24/10/2001,10/03/2004,male
ροδουλα ζηση,υφυπουργος εθνικης οικονομιας,23/06/1999,13/04/2000,female
ροδουλα ζηση,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,24/10/2001,10/03/2004,female
σαββας τσιτουριδης,υπουργος αγροτικης αναπτυξης και τροφιμων,10/03/2004,23/09/2004,male
σαββας τσιτουριδης,υπουργος απασχολησης και κοινωνικης προστασιας,15/02/2006,30/04/2007,male
σιμος σιμοπουλος,υπουργος υποδομων μεταφορων και δικτυων,17/05/2012,21/06/2012,male
σοφια βουλτεψη,υφυπουργος στον πρωθυπουργο,10/06/2014,27/01/2015,female
σοφια ζαχαρακη,υφυπουργος παιδειας και θρησκευματων,09/07/2019,27/07/2020,female
σοφια καλαντζακου,υφυπουργος απασχολησης και κοινωνικης προστασιας,19/09/2007,07/10/2009,female
σπηλιος σπηλιωτοπουλος,υφυπουργος εθνικης αμυνας,03/12/1992,13/10/1993,male
σπηλιος σπηλιωτοπουλος,υπουργος εθνικης αμυνας,10/03/2004,15/02/2006,male
σπυριδων βουγιας,υφυπουργος μεταφορων και επικοινωνιων,24/10/2001,30/08/2002,male
σπυριδων βουγιας,υφυπουργος προστασιας του πολιτη,07/10/2009,07/09/2010,male
σπυριδων βουγιας,υφυπουργος υποδομων μεταφορων και δικτυων,07/09/2010,17/06/2011,male
σπυριδων κουβελης,υφυπουργος εξωτερικων,07/10/2009,17/06/2011,male
σπυριδων ταλιαδουρος,υφυπουργος εθνικης παιδειας και θρησκευματων,10/03/2004,19/09/2007,male
σπυριδων ταλιαδουρος,υφυπουργος εθνικης παιδειας και θρησκευματων,19/09/2007,07/10/2009,male
σπυριδων φλογαιτης,υπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,24/08/2007,19/09/2007,male
σπυριδων φλογαιτης,υπουργος εσωτερικων,11/09/2009,07/10/2009,male
σπυριδων φλογαιτης,αναπληρωτης υπουργος εξωτερικων,28/08/2015,21/09/2015,male
σπυριδων-αδωνις γεωργιαδης,υφυπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,11/11/2011,14/02/2012,male
σπυριδων-αδωνις γεωργιαδης,υπουργος υγειας,25/06/2013,10/06/2014,male
σπυριδων-αδωνις γεωργιαδης,υπουργος αναπτυξης και επενδυσεων,09/07/2019,27/07/2020,male
σταυρος αραχωβιτης,υπουργος αγροτικης αναπτυξης και τροφιμων,29/08/2018,09/07/2019,male
σταυρος αρναουτακης,υφυπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/10/2009,07/09/2010,male
σταυρος δημας,υπουργος γεωργιας,02/07/1989,12/10/1989,male
σταυρος δημας,υπουργος γεωργιας,23/11/1989,13/02/1990,male
σταυρος δημας,υπουργος βιομηχανιας ενεργειας και τεχνολογιας,11/04/1990,29/07/1991,male
σταυρος δημας,υπουργος εξωτερικων,11/11/2011,17/05/2012,male
σταυρος καλαφατης,υφυπουργος αναπτυξης,19/09/2007,07/01/2009,male
σταυρος καλαφατης,υπουργος μακεδονιας-θρακης,08/01/2009,07/10/2009,male
σταυρος καλαφατης,αναπληρωτης υπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,21/06/2012,31/03/2014,male
σταυρος καλογιαννης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,10/03/2004,19/09/2007,male
σταυρος καλογιαννης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,19/09/2007,07/10/2009,male
σταυρος καλογιαννης,αναπληρωτης υπουργος αναπτυξης ανταγωνιστικοτητας υποδομων μεταφορων και δικτυων,21/06/2012,25/06/2013,male
σταυρος λαμπρινιδης,υπουργος εξωτερικων,17/06/2011,11/11/2011,male
σταυρος μπενος,υφυπουργος πολιτισμου,15/09/1995,22/01/1996,male
σταυρος μπενος,υπουργος πολιτισμου,22/01/1996,25/09/1996,male
σταυρος μπενος,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,02/09/1997,19/02/1999,male
σταυρος μπενος,υπουργος αιγαιου,19/02/1999,13/04/2000,male
σταυρος μπενος,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,24/10/2001,07/07/2003,male
σταυρος σουμακης,υπουργος εμπορικης ναυτιλιας,25/09/1996,13/04/2000,male
στεφανος μανικας,υπουργος επικρατειας,24/10/2001,18/06/2003,male
στεφανος μανος,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,11/04/1990,08/08/1991,male
στεφανος μανος,υπουργος οικονομικων,07/08/1992,13/10/1993,male
στεφανος μανος,υπουργος εθνικης οικονομιας,17/02/1992,13/10/1993,male
στεφανος τζουμακας,υπουργος εργασιας και κοινωνικων ασφαλισεων,15/09/1995,22/01/1996,male
